time,Item1,Item2
131,0.08319978033584752,112
132,0.30745717029424624,114
133,0.4613901770696527,45
134,0.7907388000474037,79
135,0.4162261583331174,58
136,0.44434941747979206,39
137,0.3840522316391457,115
138,0.9629744973400892,66
139,0.34153079907526906,94
140,0.36632059494450353,37
141,0.4571633746971778,115
142,0.3978241354955686,79
143,0.29435854503588066,85
144,0.12675477158211923,110
145,0.3060743189119296,33
146,0.360103226420166,25
147,0.6907724391076923,92
148,0.8199908985393988,129
149,0.8190781984263527,11
150,0.9009622286956306,67
151,0.13690378346577559,3
152,0.35012077824840027,9
153,0.23858436047122633,95
154,0.22196691265891733,60
155,0.573545163711328,115
156,0.48750139008268256,52
157,0.29594225774902594,127
158,0.6920243085369935,87
159,0.634115219043037,36
160,0.022300795936127216,104
161,0.664294202806652,52
162,0.7473227605537821,20
163,0.8121934360806357,42
164,0.5144703923221497,10
165,0.3863538020430557,99
166,0.8616298279359649,131
167,0.6501876973938009,97
168,0.7726447610470727,104
169,0.5642786087933988,55
170,0.5680491676946593,107
171,0.9737008592874239,42
172,0.8461632089957283,43
173,0.3036930345446347,103
174,0.10147665357470648,21
175,0.904660804874948,106
176,0.30677950556593314,67
177,0.7376331195348933,91
178,0.6191066646922745,8
179,0.4867085521774497,95
180,0.22145484605858223,47
181,0.5576960204624931,92
182,0.9952998057324189,31
183,0.34282865576541555,33
184,0.5282478409820721,115
185,0.5791363186175323,119
186,0.8376907982441241,28
187,0.28060229841246176,0
188,0.9425261480002122,122
189,0.5186082412480143,12
190,0.6716431534034775,36
191,0.3019033904302495,95
192,0.8090701704357282,96
193,0.8477806768360848,60
194,0.04610381564851429,91
195,0.8067332357293729,130
196,0.26141735773356534,105
197,0.6466814425450217,29
198,0.28476269205937166,71
199,0.9910120982605146,90
200,0.26643328343052264,31
201,0.0028327193835485653,55
202,0.2502445894335421,123
203,0.802621485591687,81
204,0.9339779877279653,33
205,0.4912115597132063,51
206,0.47872520776264316,91
207,0.345760424752259,36
208,0.15726132160193962,121
209,0.7534670632191555,59
210,0.30357851725406915,46
211,0.795320782192368,40
212,0.493558915146435,3
213,0.391087925697429,87
214,0.5413587441634078,44
215,0.5000730424715368,101
216,0.3791061093467495,60
217,0.7010733617737013,121
218,0.2760038208307949,103
219,0.7215058430154335,105
220,0.24444884119842636,90
221,0.774619671441132,127
222,0.22250651528591547,97
223,0.64393088426327,98
224,0.26702676885475685,93
225,0.057987514869487056,93
226,0.9157638773289719,126
227,0.3188389566000668,61
228,0.08184687211885189,33
229,0.20136533189219774,78
230,0.34346335719818943,45
231,0.635504134709138,108
232,0.46163876898010814,27
233,0.1452286644050801,19
234,0.09521687946863522,30
235,0.8234318962331495,132
236,0.05905225317570051,46
237,0.449432229526187,7
238,0.42929589846827976,69
239,0.03885352478597426,58
240,0.0028705988364958746,9
241,0.602675364877827,121
242,0.9374526656223523,18
243,0.055520434867735835,77
244,0.9415960649966328,49
245,0.387110498937707,125
246,0.5025262112287747,11
247,0.737500213153877,30
248,0.3067572812506383,51
249,0.2747138510818945,54
250,0.18673573315291403,96
251,0.39425479389996254,24
252,0.46819295703381747,29
253,0.23866266490981614,52
254,0.0003292142169460943,75
255,0.8871449009507459,90
256,0.007082563822159993,56
257,0.8383612133371502,112
258,0.17872895231863373,36
259,0.23335105514120613,18
260,0.582199420370558,27
261,0.4697470389355354,123
262,0.18835769103631306,106
263,0.33817492071333033,86
264,0.4650759902200221,4
265,0.5616060703568615,46
266,0.10868020007919355,106
267,0.5603926170536964,22
268,0.12909418430391795,131
269,0.7481961115661283,41
270,0.6702408686397879,126
271,0.7526701009092379,7
272,0.03434805535292684,32
273,0.3618410205816106,30
274,0.6092855640318179,112
275,0.8490459759394008,110
276,0.5369482632919529,51
277,0.04166608545569017,33
278,0.29481742878763495,46
279,0.11886204481194207,118
280,0.8116448991732931,2
281,0.6330555632210985,29
282,0.6707055326832407,49
283,0.7861925061336879,118
284,0.9435770822954328,102
285,0.29127633257003993,81
286,0.46889333820987156,22
287,0.7576349157475377,2
288,0.8338201950737019,114
289,0.9895104082473432,23
290,0.3709947152538897,70
291,0.9976016576832709,83
292,0.240879320366701,55
293,0.8664864437812929,128
294,0.9438200296751744,63
295,0.29142322809614607,0
296,0.11026453811803882,92
297,0.34874921149899063,94
298,0.5275739277486422,107
299,0.229486218931663,87
300,0.741786510596995,19
301,0.6249214874240459,39
302,0.7394003730994743,73
303,0.7961512589188646,38
304,0.16665130621804747,27
305,0.2450663269244434,101
306,0.993132722727759,21
307,0.8382216746251756,18
308,0.8610822399129432,73
309,0.6713319053897382,16
310,0.6155208043929447,68
311,0.759384058952093,97
312,0.8459643076645723,79
313,0.011205262236338553,25
314,0.8233267595791806,47
315,0.5578271558546926,28
316,0.8845642855147091,45
317,0.2243030995145311,20
318,0.17104709682527897,107
319,0.9335253938020315,12
320,0.6342396994612012,131
321,0.40194316891064286,95
322,0.3769846525014957,10
323,0.9533428679303402,54
324,0.9094596767974363,23
325,0.1305150570380711,79
326,0.006186553622105739,97
327,0.8726231656558147,128
328,0.7736100169864593,6
329,0.9768502334305437,36
330,0.4956935132906326,23
331,0.9087103614522781,95
332,0.10000178765893208,47
333,0.09560010198128499,132
334,0.08682801673172613,44
335,0.7074402445604627,84
336,0.09378787082798157,26
337,0.6322424118933715,56
338,0.4626546356941338,8
339,0.5112732304445284,113
340,0.3482152448217124,17
341,0.3343713643755427,123
342,0.7139008687202235,56
343,0.06914395840206744,61
344,0.7285836444575235,20
345,0.23609988367687085,107
346,0.6276971244157774,62
347,0.6132083516630372,101
348,0.13349075061442384,120
349,0.9955721523242026,3
350,0.6200894721320642,26
351,0.5727966628289501,30
352,0.04796682101746197,107
353,0.8530638927961851,55
354,0.21912113515871645,86
355,0.1869810086924244,114
356,0.37995664380565786,90
357,0.652682997863653,103
358,0.41954593564553744,36
359,0.04150388327142296,61
360,0.33766862518556884,110
361,0.08076652386004868,75
362,0.04374699416722272,96
363,0.8205753582859828,33
364,0.8827429297871684,80
365,0.9992088166229053,100
366,0.34077574795630294,105
367,0.39513708660302305,48
368,0.4973424201744372,122
369,0.9859359970691515,132
370,0.5944495483796488,115
371,0.4839957822140417,64
372,0.1076554881738142,57
373,0.8166835207659243,101
374,0.9001245691815667,16
375,0.2847371716032301,73
376,0.7595221070013117,88
377,0.03058327224498436,111
378,0.2098536719899018,72
379,0.4114344543461248,44
380,0.9858973391121146,84
381,0.48285277056400366,101
382,0.9028970600308884,20
383,0.6748523533418163,73
384,0.754211832891365,84
385,0.8180973054779465,106
386,0.8033113485519819,86
387,0.7516532062802093,26
388,0.04380672770308158,49
389,0.9264346169077498,73
390,0.4630210828993989,8
391,0.985105819727111,115
392,0.0676981444970941,54
393,0.5986694208542621,78
394,0.20835861223077834,42
395,0.09252492191775408,19
396,0.01876496941172978,14
397,0.9238462330731877,49
398,0.07266023071266003,107
399,0.9491572999993486,89
400,0.8097500540785911,41
401,0.30259143584450143,19
402,0.7328362169142174,0
403,0.23338345571704444,6
404,0.46792613597914,48
405,0.20359163655533852,121
406,0.3554477174923084,76
407,0.9556786020429117,18
408,0.8282274826730404,71
409,0.5472357854001508,67
410,0.43116284233086044,94
411,0.017617540699476297,85
412,0.14677504028450727,49
413,0.7115246000642871,70
414,0.30608861264389353,9
415,0.219083836686634,58
416,0.8381614395870433,119
417,0.08669752426434563,116
418,0.5871032270259056,66
419,0.3599366700524801,129
420,0.14205330338421307,107
421,0.14506772119236533,73
422,0.3254828448117567,26
423,0.13796396041440995,106
424,0.5541584654443349,128
425,0.7666618369340877,102
426,0.18629053100153403,78
427,0.9811671665369224,32
428,0.8396051321007326,72
429,0.11218437117975455,79
430,0.09333975342067524,63
431,0.20473653184051477,121
432,0.28132150868030636,33
433,0.07755225141132172,75
434,0.4872085555293576,111
435,0.18447014304836007,128
436,0.6397969136539593,70
437,0.44353720872493296,34
438,0.940745964895305,37
439,0.4065273804962988,26
440,0.6769583997297696,46
441,0.08789417210926143,87
442,0.5699085398049671,106
443,0.7183198947666491,1
444,0.02947392488688505,51
445,0.46791404975008855,46
446,0.6558034711964554,0
447,0.7222543576476745,36
448,0.01141482170385233,9
449,0.47634173109610123,41
450,0.6672792965851175,22
451,0.008084590625337618,64
452,0.10521785007265938,73
453,0.6560586844831892,12
454,0.6619657974632697,78
455,0.885673777824377,82
456,0.6377899316275135,21
457,0.6325710418173766,111
458,0.23943155868061805,8
459,0.28195937508830515,98
460,0.19523328017612218,78
461,0.7141114066828085,131
462,0.16335387201775653,8
463,0.8824041916345452,56
464,0.12535908929043826,29
465,0.7273463548174284,107
466,0.8536661888100548,121
467,0.8781913717759012,32
468,0.3582239315405542,93
469,0.8982988173929592,51
470,0.9065728733318982,94
471,0.6685242591658499,85
472,0.43680078278657797,42
473,0.7543471550385491,109
474,0.07347267590801843,17
475,0.739352584429664,53
476,0.41008722397335073,44
477,0.20619298505124306,67
478,0.5283130939785983,48
479,0.08290370198271646,95
480,0.8954563044355831,133
481,0.7098167900161833,108
482,0.009690377866815592,8
483,0.08121273166125487,81
484,0.6005205703227625,80
485,0.6101929105074936,93
486,0.9703021314529876,41
487,0.22349173535138633,50
488,0.4950164302262985,82
489,0.9168637639536714,53
490,0.10971335251903025,116
491,0.8764054997678702,90
492,0.15866165706312563,8
493,0.531797917908657,118
494,0.25736402764520294,87
495,0.2615215571875539,32
496,0.9547162553766452,36
497,0.617135462952468,35
498,0.552258623436732,14
499,0.9255233509098478,1
500,0.11470270502443658,67
501,0.1709536725988512,111
502,0.5297482385031262,40
503,0.9355635646708308,88
504,0.9997175759499074,6
505,0.010374024778751822,102
506,0.07912250778602592,71
507,0.8576695010562454,23
508,0.9528525697118598,19
509,0.8653878300292888,122
510,0.4902250661442614,93
511,0.09291533861756951,8
512,0.5843810523008057,127
513,0.2337730293919038,65
514,0.17361552181494977,129
515,0.7666495871668583,89
516,0.5415669831796293,51
517,0.7847902295981073,0
518,0.8976539028051094,4
519,0.3351150178504001,2
520,0.45392501013342557,42
521,0.15621201150650932,20
522,0.9201127636210618,56
523,0.43434800970009013,36
524,0.9982563829003126,48
525,0.3162102527956182,13
526,0.4017679820390764,49
527,0.44016169877067113,97
528,0.5769908705904776,10
529,0.316723044965033,35
530,0.8032356692871303,127
531,0.05509016054424276,103
532,0.012103564902221642,118
533,0.25484557930942076,65
534,0.5317286045179097,18
535,0.7291343478471931,40
536,0.7703167799503979,88
537,0.585660351328509,27
538,0.14709861746158437,106
539,0.7215680786197287,121
540,0.6424598825259188,15
541,0.6625633222092417,42
542,0.5954183046053593,76
543,0.5915520930050093,103
544,0.9771944109870586,47
545,0.1530252200356682,88
546,0.8063287905076371,4
547,0.28945573573710504,12
548,0.5196348793624556,55
549,0.5451494026531111,54
550,0.9425481615914926,79
551,0.1797797126683076,43
552,0.22792626856385978,30
553,0.9118967327608163,32
554,0.7289201089041745,89
555,0.4933970469947564,78
556,0.07742952823698757,41
557,0.5059376018180748,63
558,0.034578628556550695,60
559,0.9696149167116025,28
560,0.5266012681669607,62
561,0.880687917237966,83
562,0.7480434171473833,18
563,0.243905163830631,76
564,0.8842768244764654,48
565,0.4176202102984051,1
566,0.3565780730570136,101
567,0.18522578706983206,84
568,0.06765089755583309,52
569,0.16745021580571218,128
570,0.2587926061652487,104
571,0.981102039958713,113
572,0.7928097862157362,98
573,0.6377328790218486,105
574,0.25805582715068787,40
575,0.3352700682062951,69
576,0.7453366152033035,121
577,0.1936454913176271,99
578,0.5587910525835499,39
579,0.34067178843641577,19
580,0.4088180465329452,8
581,0.5914373119847381,66
582,0.9572262433193441,90
583,0.8861969957088662,126
584,0.18523336191433148,43
585,0.4117810008095111,8
586,0.7291438986666028,23
587,0.6111269258345519,37
588,0.22246877455452962,108
589,0.7248816471354401,71
590,0.17207028280818126,0
591,0.5982110787808401,26
592,0.14574871780500176,27
593,0.017657054384425663,48
594,0.4498070500903735,4
595,0.6199763771679538,48
596,0.47479366423945657,127
597,0.8847520508373843,112
598,0.11127019362883295,91
599,0.44595697987702,88
600,0.02374007584270288,96
601,0.1920393239813628,1
602,0.011387992113731649,132
603,0.736374001660404,82
604,0.6747186894045554,116
605,0.04704128237599914,111
606,0.15983711548717283,100
607,0.2519512550022207,25
608,0.43486643511434586,4
609,0.9483091722263612,60
610,0.9849029921549699,9
611,0.4091551361499919,81
612,0.1796731299436971,109
613,0.9010834422896893,57
614,0.4837380480263893,116
615,0.48587492172116997,89
616,0.5387222665446998,34
617,0.9513142436609122,126
618,0.2593523795198571,87
619,0.8136774967484919,41
620,0.5847918361563623,125
621,0.5264710962255144,32
622,0.5758283015640729,83
623,0.6064857440661292,60
624,0.3137066186345673,63
625,0.5632729413791888,11
626,0.2762152528549452,44
627,0.0036711914296512216,94
628,0.9415796076704889,128
629,0.3411674510824829,78
630,0.2185011881184773,75
631,0.06773634657175054,104
632,0.8153980866317401,95
633,0.9799683569368288,84
634,0.7200143298754759,132
635,0.9176154452554725,111
636,0.1706697842172944,68
637,0.8006198010586663,83
638,0.6489865390373032,63
639,0.33796342201659957,84
640,0.15986248157385496,62
641,0.053978430116729426,127
642,0.7066231153598532,98
643,0.28426923459286013,81
644,0.5838875877094156,53
645,0.3735029929130884,111
646,0.8880075210152119,101
647,0.8006703776136457,63
648,0.470143191342281,85
649,0.05050559170868574,72
650,0.58560923207733,57
651,0.652450908044357,123
652,0.3690565933970079,76
653,0.3719485288527792,24
654,0.7028759432739274,133
655,0.7417338760569777,35
656,0.6290416891181232,35
657,0.9201140250478632,117
658,0.9443721918060747,4
659,0.7317855521496287,97
660,0.4819704567316908,66
661,0.3436255314121298,6
662,0.42766331041946337,55
663,0.922173347568101,37
664,0.8220366627100819,120
665,0.11917082873644202,85
666,0.28521907026067694,24
667,0.7410628038396552,116
668,0.5867507484734548,26
669,0.6827582986856251,35
670,0.8623502498633645,80
671,0.41089615075195873,73
672,0.12215000199512516,24
673,0.8725384304152813,96
674,0.8256455596940244,117
675,0.7408400523917864,5
676,0.025147755323597587,52
677,0.1451279054936242,113
678,0.6332368779492809,50
679,0.07590448840919639,42
680,0.30314039883089494,4
681,0.5689995980988278,76
682,0.35769493569797095,81
683,0.7702510846686712,3
684,0.19938652316612437,27
685,0.029268744285865678,76
686,0.6121967300736445,12
687,0.757952937080622,21
688,0.4475988752609322,14
689,0.0648803252301221,127
690,0.1599829560772109,29
691,0.8022017855159295,105
692,0.615088588429459,111
693,0.8208761631995561,104
694,0.6510798518272732,8
695,0.7249808717861053,70
696,0.45792289690146215,112
697,0.12586009119761477,36
698,0.28887720574182774,129
699,0.8505563019381588,35
700,0.10720139994093314,45
701,0.49529563714489544,82
702,0.168334939885744,94
703,0.5514555946582974,108
704,0.6600033128358287,77
705,0.14419165589214933,89
706,0.2798452390914734,116
707,0.596765118920913,124
708,0.35676990980793377,19
709,0.43005947007701717,105
710,0.915550359271078,99
711,0.1676005198225743,115
712,0.49173798900478083,85
713,0.3213951303696523,64
714,0.14228664432912197,9
715,0.20878594693343833,132
716,0.021727592875881885,55
717,0.40484804212046765,68
718,0.7538370864873551,116
719,0.18355467329225783,127
720,0.4612037484251412,33
721,0.9413113870879513,89
722,0.34730988357160586,86
723,0.3073706893486987,128
724,0.24435478939101185,66
725,0.6138987329175729,109
726,0.3422279266576823,71
727,0.31197553558429114,30
728,0.1390867329318375,61
729,0.8369274103546037,125
730,0.19549493872740165,85
731,0.2292238789484886,114
732,0.3353934926730162,105
733,0.43763018504912765,131
734,0.08886488721927299,26
735,0.7092681545408953,47
736,0.12329445049701193,40
737,0.26982930113015424,111
738,0.9864188714390308,96
739,0.3507618996408799,86
740,0.19412629317123986,92
741,0.862214051634174,20
742,0.3070493031735916,85
743,0.017295114077534146,55
744,0.3081201134545061,29
745,0.47211137147974425,17
746,0.12187559437673634,92
747,0.246368307821216,41
748,0.9237305997807378,121
749,0.31791741366416193,128
750,0.32344780485753766,23
751,0.5603146879515504,48
752,0.6681887314789534,57
753,0.7252443216799106,7
754,0.6824524152532443,77
755,0.3162831030560007,26
756,0.43499968432304725,64
757,0.410187044241487,23
758,0.22370295962530984,51
759,0.5719052440398887,13
760,0.8199724456482406,121
761,0.7871454520368608,133
762,0.4506645991814643,65
763,0.09484576398896993,20
764,0.5070989355532214,104
765,0.9239051192828719,76
766,0.37108392846052884,111
767,0.8616987074251601,41
768,0.8130472828722831,114
769,0.07161132614656296,119
770,0.750906808079181,91
771,0.22616015548545387,95
772,0.8759768765327625,89
773,0.8853918524099484,130
774,0.4443291521888727,55
775,0.20380531674008395,96
776,0.19539138039034665,130
777,0.02567782958785403,18
778,0.903717525059999,48
779,0.4708374332432834,62
780,0.7056218407502928,80
781,0.17830818718553476,51
782,0.19539448032703977,125
783,0.19180299838203196,12
784,0.08932160808054723,8
785,0.6660454221025374,90
786,0.44884689175492154,99
787,0.9343341614453942,116
788,0.898659675112912,132
789,0.8490171085141395,84
790,0.523400900125189,3
791,0.1016199641538178,9
792,0.32006893224752175,47
793,0.6017743835105522,88
794,0.627683572797189,120
795,0.7227844226694649,34
796,0.8238454139285084,129
797,0.5966619911269204,41
798,0.47704816140388284,65
799,0.8069115411394087,9
800,0.21337328296848646,76
801,0.5280744825187947,106
802,0.684555901597732,101
803,0.8724737607147427,109
804,0.9775415234188345,100
805,0.009813971083828199,34
806,0.3407704961370067,72
807,0.5323011478449626,77
808,0.35333659774179793,105
809,0.2022400151147855,88
810,0.5784868488735553,80
811,0.8239369209802434,99
812,0.5785358815240764,33
813,0.42625750394223993,108
814,0.025918219264633557,5
815,0.3779621768389604,106
816,0.3220049317596234,105
817,0.27466701846451747,78
818,0.8556561160460944,71
819,0.18633730974383222,15
820,0.23979248688464583,5
821,0.08891010866127125,7
822,0.6740221563501771,72
823,0.7650850394801743,71
824,0.566287123218029,64
825,0.8399735129588094,44
826,0.20375495004047484,106
827,0.35136481018163646,79
828,0.00811655868398009,16
829,0.8357894763045609,96
830,0.01690810112777874,77
831,0.23000634666306352,57
832,0.40379246684119674,20
833,0.02867288871263507,10
834,0.5178501636287477,24
835,0.0017967558170761677,89
836,0.9427361509991836,123
837,0.45243407781041767,8
838,0.5749195833212937,23
839,0.7542293838152827,3
840,0.3264797767557289,31
841,0.22977105330711045,2
842,0.6298988680749824,14
843,0.02998077220312889,4
844,0.5846371873934633,82
845,0.19171057653095647,4
846,0.8974504899763437,18
847,0.5887375468128616,79
848,0.784530873578185,63
849,0.2247619619827197,37
850,0.6144443438911743,57
851,0.3659895880311407,41
852,0.0903430619673341,108
853,0.8793220369097237,113
854,0.032518240027570644,128
855,0.6802809706089393,86
856,0.6728227266646486,52
857,0.3991200703400489,79
858,0.014025985831023435,110
859,0.8221035637831071,114
860,0.7581826869462863,119
861,0.19174949774390615,9
862,0.8192303082409785,4
863,0.8170078812862526,110
864,0.8237819569857104,130
865,0.17924711915473035,41
866,0.24597889500288594,101
867,0.861256627614619,48
868,0.44526484934472,57
869,0.10972368278267808,107
870,0.7516487366758146,127
871,0.6797992967855176,39
872,0.41880906906984317,81
873,0.9817864949043986,94
874,0.6917611657503284,99
875,0.9021902383006615,65
876,0.441967800748055,106
877,0.1953570506851483,111
878,0.26155891947375665,59
879,0.09957359192095738,121
880,0.35684454999394766,130
881,0.5637539072013742,120
882,0.925688318004955,128
883,0.623930973512784,104
884,0.9988907203216353,79
885,0.3511285799641144,4
886,0.929599221301877,85
887,0.13006944420809263,117
888,0.9573926463417634,31
889,0.15652849444483574,31
890,0.08029703614654071,34
891,0.16922119315837758,128
892,0.31997367745192284,123
893,0.5837288697008493,24
894,0.9934576828240265,73
895,0.10254478876624873,5
896,0.3983182489106363,59
897,0.29503342649726905,43
898,0.28256461589864235,19
899,0.6031312394284535,128
900,0.5249827028890206,71
901,0.8801396671536182,19
902,0.5072115812663534,27
903,0.47287201288743297,48
904,0.03243606946783817,126
905,0.9552237729126972,79
906,0.052117431991937746,1
907,0.5902061431802716,73
908,0.35529379394016014,43
909,0.6966790828666857,14
910,0.6005313644391227,73
911,0.7535935179492181,97
912,0.6864536713783442,73
913,0.4743676798364844,35
914,0.3600718918414195,36
915,0.13595626954938766,103
916,0.4647240273996135,26
917,0.9365551712785697,10
918,0.19014815988964984,72
919,0.05555830651323179,7
920,0.5831536564942894,84
921,0.13834184365288182,53
922,0.6178532999135656,127
923,0.18818798186425623,29
924,0.4751580267184121,117
925,0.34789026543691026,24
926,0.06550685581914084,81
927,0.5620930723603997,51
928,0.9901460330236745,68
929,0.8683843963998144,5
930,0.13960838800932884,23
931,0.5205884387133248,63
932,0.8663494216681725,55
933,0.6117845804336642,6
934,0.4714056301295856,45
935,0.39914717636821506,89
936,0.19794728820981577,104
937,0.9243426480452891,79
938,0.20690889626213904,2
939,0.5315669278563663,25
940,0.9728796330490248,25
941,0.796083972244461,88
942,0.17602620359279442,48
943,0.3782319669272256,122
944,0.8720933952722758,74
945,0.1421406533621391,105
946,0.0912204029157575,91
947,0.1377523743247131,62
948,0.8906638889414628,120
949,0.0028769517265162525,7
950,0.9864567028502327,22
951,0.7121843618336767,99
952,0.05165780899332906,114
953,0.7153739292000226,12
954,0.5183911907236635,34
955,0.9990417161265748,84
956,0.4015615303209723,64
957,0.159641254680699,39
958,0.40860926275199816,59
959,0.3444529928301875,48
960,0.9412540393300965,68
961,0.7716184725680526,39
962,0.27177234439643416,17
963,0.1494263127106732,40
964,0.10798732631940566,34
965,0.3524825346956074,65
966,0.855524762067482,30
967,0.2987077891507861,73
968,0.8772904184393355,12
969,0.6216784705772218,86
970,0.1324065747738361,40
971,0.8780110803211035,23
972,0.7678774557770689,45
973,0.6330309666173247,108
974,0.722578659886459,38
975,0.4812510218092019,10
976,0.551090224821789,90
977,0.3037223257145052,33
978,0.3731958430742798,41
979,0.4710270509095287,16
980,0.6723452078845337,98
981,0.3992632389018872,35
982,0.35216699405584473,80
983,0.3461712687423968,104
984,0.6351569396591968,107
985,0.6104648037194813,86
986,0.8423040249209923,130
987,0.7523831725289535,56
988,0.9237804385245175,66
989,0.9718840078956629,74
990,0.3922939574014561,69
991,0.40910659576641006,47
992,0.1456174956930465,63
993,0.08806436448643984,12
994,0.6907892228108381,59
995,0.8748106756906161,105
996,0.9732686019753529,96
997,0.9846503708144738,80
998,0.9520448161787286,96
999,0.6779984827939803,124
1000,0.6455241249978222,17
